Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
146. Average Joe,2024,1h 40m,PG-13,4.2,560,,A Marine who becomes a high school coach takes a legal stand to defend freedom and religious liberty for everyone.,https://www.imdb.com/title/tt30840929/?ref_=sr_i_146,['Stephanie Katz'],['Harold Cronk'],"['Eric Close', 'Amy Acker', 'Austin Woods', 'Andrea Figliomeni', 'Ezra Richardson', 'Anabelle Holloway', 'Brandon Morales', 'John Neisler', 'Jim Gleason', 'Lyle Brocato']",,"$1,142,467","$2,106,965","$2,106,965","October 10, 2024",['United States'],,"['GND Media Group', 'Provisions Film Supply']",,['Family'],['English']
147. Night of the Zoopocalypse,2024,1h 31m,PG,6.3,359,,A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.,https://www.imdb.com/title/tt29544253/?ref_=sr_i_147,"['Steven Hoban', 'James Kee']","['Ricardo Curtis', 'Rodrigo Perez-Castro']","['David Harbour', 'Bryn McAuley', 'Paul Sun-Hyung Lee', 'Briana-Lynn Brieiro', 'Kyle Derek', 'Scott Farley', 'Joshua Graham', 'Gabbi Kosmidis', 'Heather Loreto', 'Luke Marty']",,"$813,961","$5,165,411","$2,101,604","March 7, 2025","['Canada', 'Belgium', 'France']","['Toronto, Ontario, Canada (House of Cool Studios)']","['Copperheart Entertainment', 'Charades', 'Umedia']","Awards, 1 nomination total","['Adventure', 'Animation', 'Comedy', 'Horror']",['English']
148. The Ark and the Darkness,2024,2h 5m,,5.3,494,,"Noah's Ark withstands a global flood, corroborated by scientific evidence across disciplines. A team exposes the truth behind this ancient tale found in cultures worldwide, confirming the Biblical account.",https://www.imdb.com/title/tt15845160/?ref_=sr_i_148,"['Jerren Lewis', 'Andrew Snelling', 'Andrew J. Fabich']",['Ralph Strean'],"['Jerren Lewis', 'Andrew Snelling', 'Andrew J. Fabich', 'Terry Mortenson', 'J. Randall Price', 'Gabriela Haynes', 'Tim Chaffey', 'John Baumgardner', 'Charles Jackson', 'John Sanford']","$500,000 (estimated)","$32,021","$2,097,560","$2,097,560","March 20, 2024",['United States'],,"['Genesis Apologetics', 'Sevenfold Films']",,['Documentary'],['English']
149. Between the Temples,2024,1h 51m,R,6.3,2.8K,83.0,A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher re-enters his life as his new adult Bat Mitzvah student.,https://www.imdb.com/title/tt27722375/?ref_=sr_i_149,"['C. Mason Wells', 'Nathan Silver']",['Nathan Silver'],"['Jason Schwartzman', 'Carol Kane', 'Dolly De Leon', 'Caroline Aaron', 'Robert Smigel', 'Madeline Weinstein', 'Matthew Shear', 'Lindsay Burdge', 'Julia Walsh', 'Brittany Walsh']",,"$647,757","$2,316,693","$2,084,122","August 23, 2024",['United States'],"['Congregation Emanuel of the Hudson Valley, 243 Albany Avenue, Kingston, New York, USA (synagogue)']","['Fusion Entertainment', 'Ley Line Entertainment']","Awards, 4 wins & 10 nominations total",['Comedy'],['English']
150. The Order,2024,1h 56m,R,6.8,39K,75.0,"A series of bank robberies and car heists frightened communities in the Pacific Northwest. A lone FBI agent believes that the crimes were not the work of financially motivated criminals, but rather a group of dangerous domestic terrorists.",https://www.imdb.com/title/tt26625693/?ref_=sr_i_150,"['Zach Baylin', 'Kevin Flynn', 'Gary Gerhardt']",['Justin Kurzel'],"['Jude Law', 'Nicholas Hoult', 'Tye Sheridan', 'Marc Maron', 'George Tchortov', 'Daniel Yip', 'Daniel Doheny', 'Sebastian Pigott', 'John Warkentin', 'Phillip Forest Lewitski']",,"$877,855","$2,270,354","$2,010,901","April 18, 2025","['United States', 'United Kingdom', 'Canada']","['Alberta, Canada']","['AGC Studios', 'Chasing Epic Pictures', 'Riff Raff Entertainment']","Awards, 2 wins & 6 nominations total","['Heist', 'True Crime', 'Crime', 'Drama', 'Thriller']",['English']
151. Look Back,2024,58m,13+,7.8,14K,90.0,"The overly confident Fujino and the shut-in Kyomoto couldn't be more different, but a love of drawing manga brings these two small-town girls together.",https://www.imdb.com/title/tt31711040/?ref_=sr_i_151,"['Kiyotaka Oshiyama', 'Tatsuki Fujimoto']",['Kiyotaka Oshiyama'],"['Yumi Kawai', 'Mizuki Yoshida', 'Yôichirô Saitô', 'Kôta Oka', 'Kureha Maki', 'Kôya Yoshihashi', 'Takeshi Miyajima', 'Daisuke Takahashi', 'Jun Itô', 'Kaori Takeuchi']",,"$690,171","$12,646,317","$2,002,270","November 7, 2024","['Japan', 'United States']",,"['Amazon MGM Studios', 'Avex Pictures', 'Shueisha']","Awards, 5 nominations total","['Anime', 'Coming-of-Age', 'Hand-Drawn Animation', 'Shōnen', 'Animation', 'Drama']",['Japanese']
152. Yolo,2024,2h 9m,PG-13,6.9,3.6K,,"After an argument with her younger sister, Le Ying moves out on her own. She meets a boxing trainer and starts boxing.",https://www.imdb.com/title/tt28151876/?ref_=sr_i_152,"['Shin Adachi', 'Yu Bu', 'Yupeng Guo']",['Ling Jia'],"['Ling Jia', 'Jiayin Lei', 'Xiaofei Zhang', 'Zi Yang', 'Yi Sha', 'Shan Qiao', 'Xueqin Li', 'Li Ma', 'Xiang Wei', 'Haiyan Zhao']","$100,000,000 (estimated)","$827,632","$433,593,489","$2,001,584","February 10, 2024",['China'],"['Dongguan, Guangdong, China']","['Alibaba Pictures Group', 'Beijing Big Bowl Entertainment', 'China Film Co., Ltd.']","Awards, 8 wins & 19 nominations total","['Boxing', 'Action', 'Comedy', 'Drama', 'Sport']","['Chinese', 'Mandarin']"
153. Queen Rock Montreal,2024,1h 35m,,8.5,773,,"The iconic rock band Queen performs their best hits like ""We Will Rock You, "" ""Somebody To Love, "" and ""Bohemian Rhapsody"" in an unforgettable live concert.",https://www.imdb.com/title/tt30973483/?ref_=sr_i_153,"['John Deacon', 'Brian May', 'Freddie Mercury']",['Saul Swimmer'],"['John Deacon', 'Brian May', 'Freddie Mercury', 'Queen', 'Roger Taylor']",,"$2,000,000","$2,537,304","$2,000,000","May 15, 2024","['United Kingdom', 'United States']",,"['Mercury Studios', 'Queen Films']",,"['Concert', 'Documentary', 'Music']",['English']
154. Better Man,2024,2h 15m,R,7.6,23K,77.0,"The meteoric rise, dramatic fall, and remarkable resurgence of British pop superstar Robbie Williams.",https://www.imdb.com/title/tt14260836/?ref_=sr_i_154,"['Simon Gleeson', 'Oliver Cole', 'Michael Gracey']",['Michael Gracey'],"['Robbie Williams', 'Jonno Davies', 'Steve Pemberton', 'Alison Steadman', 'Kate Mulvany', 'Frazer Hadfield', 'Damon Herriman', 'Raechelle Banno', 'Tom Budge', 'Jake Simmance']","$110,000,000 (estimated)","$18,259","$22,122,995","$1,983,648","January 10, 2025","['United Kingdom', 'United States', 'China', 'France', 'Australia']","['Belgrade, Serbia (Concert)']","['Sina Studios', 'Facing East Entertainment', 'Rocket Science']","Nominated for 1 Oscar, 11 wins & 38 nominations total","['Docudrama', 'Psychological Drama', 'Biography', 'Fantasy', 'Music', 'Musical']",['English']
155. SUGA: Agust D Tour 'D-DAY' the Movie,2024,1h 24m,Not Rated,8.1,1.2K,,"A film of the encore concert by Agust D, also known as SUGA of BTS. Tune in to relive the moments from the concert encompassing his rich musical world and performances, explosive energy, and joint performance.",https://www.imdb.com/title/tt31579728/?ref_=sr_i_155,"['SUGA', 'RM', 'Jimin']",['Park Jun-soo'],"['SUGA', 'RM', 'Jimin', 'Jungkook', 'Adora', 'Yijeong']",,"$990,881","$6,791,851","$1,951,896","April 10, 2024",['South Korea'],,['HYBE'],,"['Concert', 'Documentary', 'Music']",['Korean']
156. Werewolves,2024,1h 33m,R,4.4,6.1K,46.0,"After a worldwide pandemic the previous year of people turning into werewolves after a super-moon event, two scientists try to stop the mutation from happening again as part of a team effort, but the experiment goes wildly awry.",https://www.imdb.com/title/tt15041836/?ref_=sr_i_156,['Matthew Kennedy'],['Steven C. Miller'],"['Frank Grillo', 'Katrina Law', 'Ilfenesh Hadera', 'James Michael Cummings', 'Lou Diamond Phillips', 'Kamdynn Gary', 'Lydia Styslinger', 'Daniel Fernandez', 'James Kyson', 'Betzaida Landín']",,"$1,052,998","$2,120,871","$1,903,905","December 6, 2024",['United States'],['Puerto Rico'],"['Burke Management', 'Monty the Dog Productions', 'Solution Entertainment Group']",,"['Werewolf Horror', 'Zombie Horror', 'Action', 'Horror', 'Thriller']",['English']
157. Tillu Square,2024,2h 17m,,6.6,3.4K,,"One year after a love affair entangled him in a murder case, a hapless DJ has a one-night stand that leads to even messier kerfuffles tied to his past.",https://www.imdb.com/title/tt22987820/?ref_=sr_i_157,"['Ravi Anthony', 'Sidhu Jonnalagadda', 'Mallik Ram']",['Mallik Ram'],"['Anupama Parameswaran', 'Murli Sharma', 'Sidhu Jonnalagadda', 'Brahmaji', 'Muralidhar Goud', 'Priyanka Jawalkar', 'Neha Shetty', 'Praneeth Reddy Kallem', 'Prince Cecil', 'Raj Tirandasu']",,"$1,870,000","$2,250,679","$1,870,000","March 29, 2024",['India'],,"['Fortune Four Cinemas', 'Sithara Entertainments']",,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance']",['Telugu']
158. Riff Raff,2024,1h 43m,R,5.9,1.7K,47.0,A former criminal's ordinary life is turned upside down when his old family shows up for a long-awaited reunion.,https://www.imdb.com/title/tt27775403/?ref_=sr_i_158,['John Pollono'],['Dito Montiel'],"['Jennifer Coolidge', 'Ed Harris', 'Gabrielle Union', 'Miles J. Harvey', 'Emanuela Postacchini', 'Lewis Pullman', 'Bill Murray', 'Pete Davidson', 'Michael Angelo Covino', 'Julius Sampson']",,"$911,053","$1,911,924","$1,859,455","February 28, 2025","['United States', 'United Kingdom']","['New Jersey, USA (location)']","['Canopy Media Partners', 'Capstone Studios', 'FirstGen Content']",,"['Dark Comedy', 'Comedy', 'Crime']",['English']
159. Blue Lock: Episode Nagi,2024,1h 31m,PG-13,6.6,2.4K,,Seishiro Nagi before he enters the titular Blue Lock facility.,https://www.imdb.com/title/tt28671146/?ref_=sr_i_159,"['Muneyuki Kaneshiro', 'Taku Kishimoto', 'Yusuke Nomura']",['Shunsuke Ishikawa'],"['Nobunaga Shimazaki', 'Yuma Uchida', 'Kazuyuki Okitsu', 'Kazuki Ura', 'Tasuku Kaito', 'Yuki Ono', 'Sôma Saitô', 'Kôki Uchiyama', 'Hiroshi Kamiya', 'Subaru Kimura']",,"$1,043,969","$14,291,561","$1,855,384","June 28, 2024",['Japan'],,['8bit'],,"['Anime', 'Shōnen', 'Soccer', 'Animation', 'Drama', 'Sport', 'Thriller']",['Japanese']
160. The Firing Squad,2024,1h 33m,PG-13,5.4,5K,,Based on the true story of three Christian prisoners who face execution in a third world country and how their joy in Christ results in a stunning conclusion.,https://www.imdb.com/title/tt30110854/?ref_=sr_i_160,['Timothy A. Chey'],['Timothy A. Chey'],"['James Barrington', 'Kevin Sorbo', 'Cuba Gooding Jr.', ""Tupua Ainu'u"", 'Edmund Kwan', 'Madeline Anderson', 'Eric Roberts', 'Christian Segura', 'Mateo Zapata', 'Nadia Maximova']",,"$893,100","$1,757,110","$1,757,110","August 1, 2024",['United States'],,"['The Epoch Times', 'Rock Studios', 'Epoch Studios']",,"['Adventure', 'Biography', 'Drama']",['English']
161. Sam and Colby: The Legends of the Paranormal,2024,1h 38m,Not Rated,4.8,303,,"Paranormal investigators Sam and Colby have hunted ghosts at the world's most iconic haunted locations. Now they set out to investigate a mysterious desert ranch famous for ghosts, UFOs, and terrifying monsters lurking in the dark.",https://www.imdb.com/title/tt33454687/?ref_=sr_i_161,"['Sam Golbach', 'Colby Brock', 'Nate Hardy']","['Colby Brock', 'Sam Golbach']","['Sam Golbach', 'Colby Brock', 'Nate Hardy', 'Jeff MacBurnie', 'Jordyn Macburnie', 'Becky Vickers', 'Chris Roberts']",,"$1,755,000","$1,755,000","$1,755,000","October 2, 2024",['United States'],"['Mount Wilson, Nevada, USA']",,,"['Adventure Epic', 'Desert Adventure', 'Monster Horror', 'Psychological Horror', 'Supernatural Horror', 'Suspense Mystery', 'Adventure', 'Documentary', 'Horror', 'Mystery']",['English']
162. No Other Land,2024,1h 32m,,8.3,9.4K,93.0,This film made by a Palestinian-Israeli collective shows the destruction of the occupied West Bank's Masafer Yatta by Israeli soldiers and the alliance which develops between the Palestinian activist Basel and Israeli journalist Yuval.,https://www.imdb.com/title/tt30953759/?ref_=sr_i_162,"['Basel Adra', 'Rachel Szor', 'Hamdan Ballal']","['Yuval Abraham', 'Basel Adra', 'Hamdan Ballal']","['Yuval Abraham', 'Basel Adra', 'Hamdan Ballal']",,"$26,100","$2,453,872","$1,747,807","February 7, 2025","['Occupied Palestinian Territory', 'Norway']","['Masafer Yatta, West Bank, Palestine']","['Yabayay Media', 'Antipode Films']","Won 1 Oscar, 69 wins & 31 nominations total",['Documentary'],"['Arabic', 'English', 'Hebrew']"
163. Overlord: The Sacred Kingdom,2024,2h 15m,R,7.0,707,,"Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor Jaldabaoth.",https://www.imdb.com/title/tt14603848/?ref_=sr_i_163,"['Naoyuki Itô', 'Kugane Maruyama']",['Naoyuki Itô'],"['Satoshi Hino', 'Yumi Hara', 'Masayuki Katô', 'Asami Seto', 'Yoshino Aoyama', 'Hitomi Nabatame', 'Saori Hayami', 'Haruka Tomatsu', 'T.J. Anthony', 'Nasim Benelkour']",,"$1,112,655","$7,725,384","$1,650,280","November 8, 2024",['Japan'],,"['Madhouse', 'Kadokawa']",,"['Anime', 'Isekai', 'Sword & Sorcery', 'Action', 'Adventure', 'Animation', 'Fantasy']",['Japanese']
164. Small Things Like These,2024,1h 38m,PG-13,6.8,21K,82.0,In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.,https://www.imdb.com/title/tt27196021/?ref_=sr_i_164,"['Enda Walsh', 'Claire Keegan']",['Tim Mielants'],"['Cillian Murphy', 'Eileen Walsh', 'Emily Watson', 'Clare Dunne', 'Patrick Ryan', 'Peter Claffey', ""Ian O'Reilly"", 'Helen Behan', 'Zara Devlin', 'Sarah Morris']","$3,000,000 (estimated)","$596,451","$11,532,180","$1,600,956","November 8, 2024","['Ireland', 'Belgium', 'United States']","['New Ross, County Wexford, Ireland']","['Artists Equity', 'Fís Éireann / Screen Ireland', 'Big Things Films']","Awards, 4 wins & 11 nominations total","['Drama', 'History']",['English']
165. Jatt & Juliet 3,2024,2h 15m,,5.4,1.8K,,Two police officers from Punjab travel to London on a mission that proves more complicated than expected.,https://www.imdb.com/title/tt29063558/?ref_=sr_i_165,"['Sara Bodinar', 'Jagdeep Sidhu']",['Jagdeep Sidhu'],"['Diljit Dosanjh', 'Neeru Bajwa', 'Jasmin Bajwa', 'Nasir Chinyoti', 'Rana Ranbir', 'B.N. Sharma', 'Elena Skryabina', 'Akram Udaas', 'Hardip Gill', 'Gurmeet Saajan']",,"$1,515,000","$3,701,206","$1,515,000","September 19, 2024",['India'],"['Bristol, England, UK']","['Nagaada Film Studio', 'Speed Records', 'Storytime Productions']",,"['Comedy', 'Romance']",['Punjabi']
166. Crew,2024,1h 58m,,5.8,37K,,Follows three hard-working women as their destinies lead to some unwarranted situations and they end up caught in a web of lies.,https://www.imdb.com/title/tt21383812/?ref_=sr_i_166,"['Nidhi Mehra', 'Mehul Suri']",['Rajesh A Krishnan'],"['Tabu', 'Kareena Kapoor', 'Kriti Sanon', 'Diljit Dosanjh', 'Kapil Sharma', 'Saswata Chatterjee', 'Rajesh Sharma', 'Trupti Khamkar', 'Charu Shankar', 'Garima Yajnik']",,"$1,500,000","$4,006,016","$1,500,000","March 29, 2024",['India'],,"['Anil Kapoor Film Company', 'Balaji Films']","Awards, 3 nominations total","['Comedy', 'Drama']",['Hindi']
167. You Gotta Believe,2024,1h 44m,PG,5.8,1.3K,43.0,"A Little League baseball team of misfits dedicates their season to a player's dying father. In doing so, they accomplish the impossible by reaching the World Series finals in a game that became an ESPN instant classic.",https://www.imdb.com/title/tt15685360/?ref_=sr_i_167,['Lane Garrison'],['Ty Roberts'],"['Luke Wilson', 'Greg Kinnear', 'Sarah Gadon', 'Molly Parker', 'Lew Temple', 'Joaquin Roberts', 'Martin Roach', 'Patrick Renna', 'Blake DeLong', 'Justin Adams']",,"$677,094","$1,398,975","$1,398,975","August 30, 2024",['United States'],"['Labatt Memorial Park, London, Ontario, Canada (baseball diamond and grandstand backgrounds)']","['Santa Rita Film Co.', 'Media Finance Capital', 'Well Go USA Entertainment']","Awards, 2 nominations total","['Baseball', 'Family', 'Sport']",['English']
168. Vindicating Trump,2024,1h 36m,PG-13,4.0,1.6K,,"Dinesh D'Souza examines the challenges faced by Donald Trump, including political opposition, legal battles, and assassination attempts, during his bid to return to the presidency.",https://www.imdb.com/title/tt33355888/?ref_=sr_i_168,"[""Dinesh D'Souza"", 'Bruce Schooley', ""Debbie D'Souza""]","[""Debbie D'Souza"", ""Dinesh D'Souza"", 'Bruce Schooley']","[""Dinesh D'Souza"", 'Alina Habba', 'Joe Biden', 'Wolf Blitzer', 'Tucker Carlson', 'Hillary Clinton', 'James Comey', 'Dianne Feinstein', 'Kamala Harris', 'Robert F. Kennedy Jr.']",,"$774,874","$1,372,091","$1,372,091","September 27, 2024",['United States'],,,,['Documentary'],['English']
169. Something to Stand for with Mike Rowe,2024,1h 36m,,8.7,283,,"Join America's favorite storyteller on an epic journey to the heart of Washington DC. This cinematic tour de force will take viewers to the frontlines of the American Revolution, World War II, the Civil Rights movement, and more.",https://www.imdb.com/title/tt32277067/?ref_=sr_i_169,['Mike Rowe'],['Jonathan Coussens'],"['Mike Rowe', 'Margie Alfonso', 'Alden Anderson', 'John Armstrong', 'Barbie Bailey', 'Bryce Barfield', 'Cheryl Barnard', 'Daisy Barnard', 'Judah Barnard', 'Vesper Barnard']",,"$539,234","$1,358,690","$1,358,690","June 27, 2024",,,"['Impact Productions', 'MRW Productions', 'MikeRoweWorks Foundation']",,['History'],[]
170. The Damned,2024,1h 29m,R,5.7,3.7K,64.0,"A 19th-century widow has to make an impossible choice when, during an especially cruel winter, a foreign ship sinks off the coast of her Icelandic fishing village.",https://www.imdb.com/title/tt15010692/?ref_=sr_i_170,"['Jamie Hannigan', 'Thordur Palsson']",['Thordur Palsson'],"['Odessa Young', 'Joe Cole', 'Siobhan Finneran', 'Rory McCann', 'Turlough Convery', 'Lewis Gribben', 'Francis Magee', 'Mícheál Óg Lane', 'Andrean Sigurgeirsson', 'Guillermo Uria']",,"$769,721","$1,371,951","$1,342,796","January 3, 2025","['Ireland', 'United Kingdom', 'Iceland', 'Belgium']",,"['Elation Pictures', 'Wild Atlantic Pictures', 'Join Motion Pictures']","Awards, 1 win & 1 nomination total","['Folk Horror', 'Drama', 'Horror', 'Mystery']",['English']
